,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230
19415,,,,,,511.0,0.0,,,,,,0.0,,,,,,,,140.0,175.0,,0.0,56.0,,,253.52,,,,,,,0.0,,,6986520.0,,,,,,0.0,,,,,,,,,,,,,0.3982055,,,,,,,,18.0,,,,,,,6.0,28,0.0,,930072.0,,0.0,,,198850.2,,10.0,,6.0,,,,,,,,,6660.0,,,,,,,,,,,,,,,40.0,,,24.0,199637.6,,,,,,580.0,,,,84.0,,0.0,4.0,,,,,,0.0,2015010.0,865870.0,,,,,,0.0,,,0.0,18.0,,,,,0.0,,,,10149320.0,,,,,,,12.0,,,1487454.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,330.0,,,1KSTmBQxul,RO12,,taul,1K8T,PGNs,A4fCIek,UFIdC8I,,,LJAR,9_Y1,TjV7,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,L_60,UYBR,FzaX,9qlYlW4,oslk,QIhOTZB,jySVZNlOJy,,,FSa2,RAYp,F2FyR07IdsN7I,,
32474,,,,,,1211.0,14.0,,,,,,196.0,,,,,,,,160.0,200.0,,0.0,56.0,,,253.52,,,,,,,0.0,,,4692342.0,,,,,,0.0,,,,,,,,,,,,,0.167272,,,,,,,,27.0,,,,,,,6.0,144,84.0,,1805288.0,,0.0,,,117579.6,,35.0,,2.0,,,,,,,,,70203.0,,,,,,,,,,,,,,,40.0,,,32.0,117559.6,,,,,,725.0,,,,60.0,,33507.0,-22.0,,,,,,0.0,3181740.0,764940.0,,,,,,2470.0,,,0.0,18.0,,,,,0.0,,,,10311000.0,,,,,,,22.0,,,140394.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,174.0,,,8Fdr4RXXnK,2Knk1KF,,taul,1K8T,487l,K0kblEW,AnFl2Mwxzd,jCrQeXR,,0LZX,9_Y1,Zazx,VpdQ,kxE9,me75fM6ugJ,kIsH,,uKAI,Mtgm,h0lfDKh52u4GP,,1lgLwvP,,IoI4mKe,Txlq,cJvF,,I3f18fN,oslk,KxwwIB5,,,ELof,Xa3G,RAYp,55YFVY9,mj86,
31130,,,,,,1267.0,0.0,,,,,,0.0,,,,,,,,372.0,465.0,,2.0,200.0,,,253.52,,,,,,,0.0,,,3304548.0,,,,,,0.0,,,,,,,,,,,,,0.8647725,,,,,,,,9.0,,,,,,,3.0,24,0.0,,3444360.0,,0.0,,,61221.3,,45.0,,20.0,,,,,,,,,87552.0,,,,,,,,,,,,,,,72.0,,,48.0,103377.6,,,,,,1940.0,,,,126.0,,0.0,,,,,,,0.0,4310990.0,673354.0,,,,,,0.0,,,0.0,9.0,,,,,604800.0,,,,10185320.0,,,,,,,44.0,,,1336494.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,258.0,,,tr0rEyXktW,RO12,,taul,1K8T,lK27,q5Zs43J,FoJylxy,,,L3d3,9_Y1,SkZj,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,clxG,cJvF,FzaX,zJh68SY,oslk,ZdsRt72,LM8l689qOp,,,Aoh3,RAYp,F2FyR07IdsN7I,,
39687,,,,,,1778.0,,,,,,,,,,,,,,,132.0,165.0,,0.0,24.0,,,234.72,,,,,,,0.0,,,9795120.0,,,,,,0.0,,,,,,,,,,,,,3.209784,,,,,,,,,,,,,,,,46,,,0.0,,3.0,,,90327.0,,45.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,0.0,237192.4,,,,,,515.0,,,,114.0,,,22.0,,,,,,8.0,5715.0,481752.0,,,,,,,,,0.0,18.0,,,,,0.0,,,,10608560.0,,,,,,,4.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,crIt0Go8Lb,RO12,,taul,1K8T,g6No,vQ_JaGu,II0S8f9,Fj8syEk,,6YaA,9_Y1,rGJy,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,KPBVudi,,mAja5EA,,,FzaX,i9JuX8Z,oslk,MRPKMwm,jySVZNlOJy,,ELof,Qu4f,RAYp,F2FyR07IdsN7I,am7c,
20904,,,,,,2877.0,7.0,,,,,,800.0,,,,,,,,100.0,125.0,,0.0,64.0,,,166.56,,,,,,,5.0,,,562284.0,,,,,,0.0,,,,,,,,,,,,,6.654134,,,,,,,,9.0,,,,,,,,138,42.0,,150752.0,,0.0,,,27899.55,,10.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,64.0,-672668.0,,,,,,1000.0,,,,18.0,,84969.0,4.0,,,,,,8.0,30095.0,229424.0,,,,,,930.0,,,0.0,9.0,,,,,0.0,,,,1452348.0,,,,,,,4.0,,,327714.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,5_lq9aXt5a,2Knk1KF,,taul,1K8T,Uk76,fhk21Ss,r83_sZi,ZzPciLI,,WQdw,9_Y1,Y9Bl,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,E1aAZ0x7vd,,kpX9OhQ,,OFqVH0t,V_pW,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,ELof,uWr3,ZI9m,ib5G6X1eUxUn6,mj86,
36724,,,,,,763.0,7.0,,,,,,340.0,,,,,,,,76.0,95.0,,0.0,8.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,456.0,,,,,,3.795557,,,,,,,,9.0,,,,,,,3.0,116,35.0,,85672.0,,3.0,,,4322.97,,0.0,,8.0,,,,,,,,,9897.0,,,,,,,,,,,,,,,16.0,,,64.0,-19316.56,,,,,,230.0,,,,0.0,,40527.0,8.0,,,,,,16.0,41300.0,4414.0,,,,,,60.0,,,0.0,18.0,,,,,0.0,,,,90304.0,,,,,,,12.0,,,8400.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,222.0,,,vAsTmBfHUn,eSGpMwS8zSGgq_trOpckZ5,SEuy,taul,1K8T,LFM_,AacEGQC,glRbITbnHQ,lUIL0Lx,smXZ,qljo,9_Y1,4N0K,VpdQ,wMei,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,UbxQ8lZ,,FmDPGlt,,teAAe2o,EPl3,cJvF,FzaX,BRDF8u1,Al6ZaUT,ng6_fan,LM8l689qOp,,kG3k,Qu4f,02N6s8f,R4y5gQQWY8OodqDV,am7c,
19889,,,,,,2604.0,7.0,,,,,,76.0,,,,,,,,652.0,815.0,,10.0,280.0,,,256.88,,,,,,,0.0,,,3633246.0,,,,,,0.0,,,,,,,,,,,,,6.760735,,,,,,,,9.0,,,,,,,3.0,130,7.0,,1018744.0,,0.0,,,33017.1,,45.0,,18.0,,,,,,,,,1566.0,,,,,,,,,,,,,,,144.0,,,312.0,-271796.8,,,,,,2695.0,,,,138.0,,2142.0,-26.0,,,,,,0.0,1982410.0,320976.0,,,,,,295.0,,,0.0,18.0,,,,,214900.0,,,,7167000.0,,,,,,,96.0,,,417570.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,8I1r4RXXnK,rEUOq2QD1qfkRr6qpua,SEuy,taul,1K8T,0Xwj,fhk21Ss,7ONkRNQCK7,L3f99TX,smXZ,zuv2,HLqf,Zazx,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,sBgB,,uKAI,L84s,h0lfDKh52u4GP,,twaT1vI,,IoI4mKe,WMli,UYBR,OFWH,4UxGlow,oslk,catzS2D,LM8l689qOp,,kG3k,Xa3G,ZI9m,ib5G6X1eUxUn6,,
3519,,,,,,756.0,14.0,,,,,,324.0,,,,,,,,132.0,165.0,,0.0,8.0,,,200.0,,,,,,,0.0,,,6220800.0,,,,,,0.0,,,,,,,,,,,,,3.4351629999999997,,,,,,,,36.0,,,,,,,6.0,32,35.0,,3456000.0,,0.0,,,214787.7,,20.0,,4.0,,,,,,,,,141561.0,,,,,,,,,,,,,,,32.0,,,40.0,89189.2,,,,,,480.0,,,,72.0,,1737.0,,,,,,,0.0,3796695.0,2750.0,,,,,,2395.0,,,0.0,9.0,,,,,0.0,,,,10446360.0,,,,,,,18.0,,,251232.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,252.0,,,8I1r4RXXnK,RO12,,taul,1K8T,EzKK,3n6biah,I1sqWRxUAv,,,ulTj,9_Y1,Albh,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,2dTx,cJvF,FzaX,ZN38Wb4,oslk,xMusxs4,LM8l689qOp,,,Xa3G,RAYp,F2FyR07IdsN7I,,
27859,,,,,0.0,,,,,0.0,,,,,,116.04,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.492843,,,0.0,,,,,,,0.0,,0.0,0.0,0.0,,10,,,,,,,0.0,,,,,,,,,,,0.0,,2.0,,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,-1361432.0,,,,,,,0.0,,,,,,4.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,174.0,,,1JGqrQKzJV,RO12,,taul,1K8T,EJC9,cGZJt03,cQ4ip_Aglm,,,_cLb,9_Y1,15m3,sJzTlal,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,KdSa,,,kZJtVhC,wWT_,UYBR,FzaX,EN4vOIl,oslk,82XQQMs,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,
22298,,,,,,476.0,0.0,,,,,,0.0,,,,,,,,12.0,15.0,,0.0,0.0,,,220.08,,,,,,,0.0,,,266190.0,,,,,,0.0,,,,,,,,,,,,,1.172613,,,,,,,,9.0,,,,,,,,32,0.0,,0.0,,0.0,,,178482.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-836652.0,,,,,,300.0,,,,6.0,,1926.0,8.0,,,,,,0.0,775575.0,0.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,797920.0,,,,,,,4.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,132.0,,,0vimfo8zhV,RO12,,taul,1K8T,hM6W,gRinF0C,YmZmFZu,,,jKCZ,9_Y1,7pVf,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,LqRJ,UYBR,,SCnYWu3,oslk,WC7Esaq,,,,wX53,RAYp,F2FyR07IdsN7I,,
304,,,,,,5978.0,7.0,,,,,,6188.0,,,,,,,,912.0,1140.0,,6.0,424.0,,,253.52,,,,,,,25.0,,,4481010.0,,,,,,0.0,,,,,,,271227.2,,,,,,6.1899169999999994,,,,,,,,9.0,,,,,,,3.0,64,119.0,,3171536.0,,15.0,,,36962.4,,70.0,,14.0,,,,,,,,,1431.0,,,,,,,,,,,,,,,72.0,,,128.0,4382.56,,,,,,1580.0,,,,126.0,,69786.0,-28.0,,,,,,80.0,3650115.0,819010.0,,,,,,36320.0,,,0.0,18.0,,,,,711781.0,,,,10177400.0,,,,,,,234.0,,,569106.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dRagUHXM47,AERks4l,SEuy,taul,1K8T,TyGl,PHNvXy8,76j2P_OLn0,40URjq6,smXZ,9Hqr,9_Y1,LqKm,VpdQ,Tkho,NKv3VA1BpP,kIsH,,uKAI,L84s,Ie_5MZs,,gGNbJ7L,,uZLMgHb,2S0r,UYBR,FzaX,UF16siJ,zCkv,APgdzOv,LM8l689qOp,,kG3k,453m,6fzt,xwM2aC7IdeMC0,am7c,
27511,,,,,,546.0,7.0,,,,,,100.0,,,,,,,,140.0,175.0,,8.0,72.0,,,292.32,,,,,,,0.0,,,1418850.0,,,,,,0.0,,,,,,,72072.4,,,,,,4.427258999999999,,,,,,,,9.0,,,,,,,3.0,140,0.0,,271928.0,,0.0,,,7130.97,,10.0,,10.0,,,,,,,,,354.0,,,,,,,,,,,,,,,48.0,,,64.0,-739104.0,,,,,,295.0,,,,36.0,,15885.0,4.0,,,,,,16.0,318365.0,142660.0,,,,,,440.0,,,0.0,27.0,,,,,83083.0,,,,2120528.0,,,,,,,10.0,,,130524.0,,,,,,,,,,0.0,,,,,,,,14.0,,,,,,,,150.0,,,g5dmfo875g,2Knk1KF,SEuy,taul,1K8T,7gSz,x44vEdV,ASj4kgY6phhWK,rBoI00M,smXZ,X0SL,9_Y1,_48V,sJzTlal,CoYW,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,ce2sb3x,,XTbPUYD,WDWm,cJvF,FzaX,ys1oLzk,oslk,rnqMak1,jySVZNlOJy,,kG3k,3Cy4,RAYp,55YFVY9,am7c,
13549,,,,,,511.0,0.0,,,,,,0.0,,,,,,,,60.0,75.0,,0.0,8.0,,,166.56,,,,,,,0.0,,,228636.0,,,,,,0.0,,,,,,,,,,,,,1.3116860000000001,,,,,,,,9.0,,,,,,,,24,0.0,,2073600.0,,0.0,,,36044.4,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,24.0,-701848.0,,,,,,465.0,,,,6.0,,0.0,4.0,,,,,,0.0,2744250.0,24142.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,3462284.0,,,,,,,16.0,,,44064.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,HYTrjIK12c,RO12,,taul,1K8T,yMvB,6cUy2S2,wSIALf3,,,fAcL,9_Y1,7WNq,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,kq0Ng6w,o3iC,cJvF,,1FAFOeA,d0EEeJi,jNazWRR,,,,WqMG,nIGXDli,F2FyR07IdsN7I,,
37386,,,,,,1988.0,7.0,,,,,,800.0,,,,,,,,296.0,370.0,,8.0,104.0,,,251.68,,,,,,,0.0,,,4080.0,,,,,,0.0,,,,,,,,,,,,,4.131809,,,,,,,,18.0,,,,,,,6.0,122,0.0,,581080.0,,0.0,,,18061.2,,5.0,,6.0,,,,,,,,,31845.0,,,,,,,,,,,,,,,80.0,,,176.0,501932.0,,,,,,2260.0,,,,6.0,,20295.0,,,,,,,0.0,2721140.0,624566.0,,,,,,1655.0,,,0.0,27.0,,,,,209454.0,,,,4044280.0,,,,,,,68.0,,,159330.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,252.0,,,DHeq9ayfAo,2Knk1KF,SEuy,taul,z3mO,_8YK,MvUxJVj,_03xtaMIkk68B,bjiVf4f,smXZ,A0mG,9_Y1,kJJ7,VpdQ,itlM,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,4p1sb3x,,11p4mKe,He4R,UYBR,FzaX,cXse4eD,oslk,qWj5Ui8,LM8l689qOp,,xG3x,7P5s,RAYp,55YFVY9,am7c,
27487,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1365390.0,,,,,,,,,,,,,,,,,,,,3.356121,,,,,,,,,,,,,,,,8,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,31475.61,,,,0.0,,,,,,,-2196260.0,,,,0.0,,,,,,,0.0,,-18.0,,,,,,,,,198.24,,,0.0,,,,,,,18.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,12.0,,,,,0.0,,,910260.0,,,,,,,360.0,,,1JGr4RKzJV,RO12,,taul,1K8T,487l,7kAZyzC,ARvzJXx,,,KyCI,9_Y1,DtNL,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwCtIM,eHjv,cJvF,FzaX,7CPRwBA,oslk,pyZznPS,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,
22702,,,,,,1995.0,7.0,,,,,,476.0,,,,,,,,900.0,1125.0,,2.0,200.0,,,320.4,,,,,,,0.0,,,7511400.0,,,,,,0.0,,,,,,,,,,,,,3.358684,,,,,,,,9.0,,,,,,,3.0,36,35.0,,1296640.0,,0.0,,,64193.7,,20.0,,38.0,,,,,,,,,171996.0,,,,,,,,,,,,,,,64.0,,,96.0,187121.2,,,,,,2195.0,,,,468.0,,28548.0,-20.0,,,,,,0.0,2869605.0,530180.0,,,,,,505.0,,,0.0,18.0,,,,,3577.0,,,,10502720.0,,,,,,,174.0,,,522384.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,186.0,,,xddq9ayfAo,RO12,,taul,1K8T,tzKK,Te2s8CN,y2LuFUfSEo,,,Q4M3,9_Y1,vm5R,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,kZJyVg2,yEnX,cJvF,FzaX,rDm6pd1,oslk,Q53Rkup,LM8l689qOp,,,7P5s,RAYp,F2FyR07IdsN7I,,
10359,,,,,,546.0,0.0,,,,,,0.0,,,,,,,,112.0,140.0,,0.0,0.0,,,350.32,,,,,,,0.0,,,164862.0,,,,,,0.0,,,,,,,,,,,,,5.188421,,,,,,,,9.0,,,,,,,3.0,28,0.0,,4147200.0,,3.0,,,185123.4,,0.0,,0.0,,,,,,,,,69474.0,,,,,,,,,,,,,,,24.0,,,48.0,78664.4,,,,,,475.0,,,,6.0,,0.0,4.0,,,,,,8.0,9072000.0,0.0,,,,,,0.0,,,0.0,27.0,,,,,0.0,,,,9441120.0,,,,,,,42.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,198.0,,,6m0t0G8rTN,RO12,,taul,1K8T,Uk76,cmPnuwV,nQUxgtZEqo,,,8A2d,9_Y1,k13i,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,M0Ix,UYBR,FzaX,efg87dl,oslk,_JxAGfT,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,
7594,,,,,,1029.0,0.0,,,,,,0.0,,,,,,,,264.0,330.0,,4.0,160.0,,,173.28,,,,,,,0.0,,,24702.0,,,,,,0.0,,,,,,,,,,,,,3.8258919999999996,,,,,,,,9.0,,,,,,,3.0,28,0.0,,633680.0,,0.0,,,18275.28,,5.0,,10.0,,,,,,,,,165090.0,,,,,,,,,,,,,,,72.0,,,120.0,-105954.4,,,,,,915.0,,,,12.0,,0.0,4.0,,,,,,0.0,648955.0,193106.0,,,,,,0.0,,,0.0,0.0,,,,,54047.0,,,,1349492.0,,,,,,,46.0,,,144516.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,51rBcmz45j,RO12,,taul,1K8T,0Xwj,6cUBdMb,xunBDW1,,,AzgZ,HLqf,rzbc,VpdQ,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,z0aN,cJvF,FzaX,1FAm94s,oslk,MjtlfsX,LM8l689qOp,,,Qcbd,RAYp,F2FyR07IdsN7I,,
39212,,,,,,1701.0,7.0,,,,,,1476.0,,,,,,,,112.0,140.0,,0.0,80.0,,,200.0,,,,,,,0.0,,,4242.0,,,,,,0.0,,,,,,,,,,,,,5.444563,,,,,,,,9.0,,,,,,,,80,21.0,,47072.0,,0.0,,,9700.5,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,48.0,15413.84,,,,,,595.0,,,,6.0,,97776.0,32.0,,,,,,0.0,69290.0,44342.0,,,,,,30.0,,,0.0,0.0,,,,,0.0,,,,185384.0,,,,,,,18.0,,,22356.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,144.0,,,tr0rEyXktW,RO12,SEuy,taul,1K8T,YFAj,T7cp9gW,N4xbMThNdK,3DidIHm,smXZ,hzZb,9_Y1,SkZj,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,YmWQvdB,,mAjbk_S,wwsZ,UYBR,FzaX,9Hi6hzI,oslk,93cqqb8,LM8l689qOp,,kG3k,Aoh3,RAYp,F2FyR07IdsN7I,mj86,
28331,,,,,,448.0,0.0,,,,,,0.0,,,,,,,,200.0,250.0,,2.0,72.0,,,166.56,,,,,,,0.0,,,267288.0,,,,,,0.0,,,,,,,,,,,,,6.213629,,,,,,,,18.0,,,,,,,3.0,20,0.0,,804000.0,,0.0,,,42100.2,,0.0,,2.0,,,,,,,,,5301.0,,,,,,,,,,,,,,,40.0,,,88.0,-766484.0,,,,,,855.0,,,,6.0,,0.0,4.0,,,,,,0.0,2541060.0,172816.0,,,,,,0.0,,,0.0,9.0,,,,,84749.0,,,,2998336.0,,,,,,,56.0,,,59496.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,372.0,,,6m0t0G8rTN,RO12,,taul,1K8T,wOc1,FnppyCg,JQFeOYK,,,rxdL,9_Y1,e7QV,VpdQ,wMei,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,kq0Ng6w,ROys,cJvF,FzaX,L91Llj8,d0EEeJi,kpdP9Kd,LM8l689qOp,,,fKCe,nIGXDli,F2FyR07IdsN7I,,
15189,,,,,,721.0,7.0,,,,,,316.0,,,,,,,,136.0,170.0,,0.0,152.0,,,213.36,,,,,,,0.0,,,1841094.0,,,,,,0.0,,,,,,,,,,,,,0.6255074,,,,,,,,9.0,,,,,,,,40,28.0,,0.0,,0.0,,,94553.09,,0.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,0.0,246118.0,,,,,,510.0,,,,24.0,,84042.0,16.0,,,,,,0.0,287275.0,3114240.0,,,,,,2475.0,,,0.0,18.0,,,,,0.0,,,,10450520.0,,,,,,,6.0,,,4147200.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,192.0,,,J9Vr4RQZiT,RO12,,taul,1K8T,TyGl,wGQl2XU,_UtlxbJ,,,HTi9,9_Y1,z5Ry,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjMdEK,fVFR,UYBR,,GOYYjZW,oslk,fEMQguc,,,,FSa2,RAYp,F2FyR07IdsN7I,,
35409,,,,,,448.0,7.0,,,,,,40.0,,,,,,,,36.0,45.0,,2.0,32.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.760521,,,,,,,,9.0,,,,,,,,46,0.0,,14560.0,,0.0,,,4744.71,,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,8.0,33103.44,,,,,,195.0,,,,0.0,,55341.0,,,,,,,0.0,13785.0,9162.0,,,,,,435.0,,,0.0,0.0,,,,,12740.0,,,,393388.0,,,,,,,2.0,,,16308.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,zcROj17IEC,RO12,,taul,1K8T,mAW3,PFWctUb,9HOPNsJ,,,caut,9_Y1,zfpA,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,TDcECyH,5LTn,UYBR,FzaX,UjGfc8E,oslk,MKxzgmc,LM8l689qOp,,,7aLG,RAYp,F2FyR07IdsN7I,,
3063,,,,,,777.0,7.0,,,,,,3588.0,,,,,,,,152.0,190.0,,0.0,96.0,,,186.64,,,,,,,0.0,,,4546860.0,,,,,,0.0,,,,,,,,,,,,,5.457594,,,,,,,,9.0,,,,,,,3.0,140,343.0,,0.0,,0.0,,,203946.0,,15.0,,8.0,,,,,,,,,0.0,,,,,,,,,,,,,,,32.0,,,0.0,318018.4,,,,,,470.0,,,,60.0,,15021.0,36.0,,,,,,0.0,690130.0,2073600.0,,,,,,1975.0,,,0.0,9.0,,,,,0.0,,,,10213320.0,,,,,,,18.0,,,2042388.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,294.0,,,zcRZptzip9,2Knk1KF,SEuy,taul,1K8T,487l,gNIgCYR,q2tfFQq,pNuZ2FX,smXZ,Xkcd,9_Y1,t_4G,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,7lj8vnG,,XTbPUYD,a2Z_,UYBR,OFWH,aD1vOIl,oslk,NnYzgmc,M_8D,,kG3k,Qu4f,RAYp,55YFVY9,mj86,
30172,,,,,,665.0,7.0,,,,,,576.0,,,,,,,,168.0,210.0,,0.0,8.0,,,439.92,,,,,,,0.0,,,9364680.0,,,,,,0.0,,,,,,,14144.48,,,,,,2.902371,,,,,,,,9.0,,,,,,,3.0,54,133.0,,0.0,,6.0,,,187535.4,,35.0,,0.0,,,,,,,,,49425.0,,,,,,,,,,,,,,,24.0,,,0.0,308082.0,,,,,,515.0,,,,114.0,,3672.0,-14.0,,,,,,16.0,293925.0,12576.0,,,,,,470.0,,,0.0,18.0,,,,,0.0,,,,8913040.0,,,,,,,30.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dRarjIK12c,RO12,SEuy,taul,1K8T,8qEx,SHXbfVI,q2tfFQq,3ZbyOmY,smXZ,Niz0,9_Y1,7WNq,VpdQ,43pnToF,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,VGUsKmu,,NGZXfGp,Ohac,UYBR,qxDb,7GEoYtn,oslk,4QlaK89,LM8l689qOp,,kG3k,WqMG,RAYp,F2FyR07IdsN7I,mj86,
