Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,0
,,,,,21.0,0.0,,,,,,0.0,,,,,,,,68.0,85.0,,0.0,16.0,,,153.6,,,,,,,0.0,,,241074.0,,,,,,0.0,,,,,,,,,,,,,5.745354,,,,,,,,9.0,,,,,,,3.0,12,0.0,,52280.0,,0.0,,,29408.13,,0.0,,4.0,,,,,,,,,156.0,,,,,,,,,,,,,,,0.0,,,8.0,90745.2,,,,,,85.0,,,,6.0,,0.0,4.0,,,,,,16.0,587515.0,1046.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,666584.0,,,,,,,22.0,,,11436.0,,,,,,,,,,0.0,,,,,,,,14.0,,,,,,,,,,,DHevyx7IEC,RO12,,taul,1K8T,lK27,86dToXU,gX8YBGy_wwl_HL2B,,,jv62,9_Y1,RcM7,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kq0l43t,A1VJ,UYBR,FzaX,QMaRwBA,oslk,0D0gQ7h,LM8l689qOp,,,szEZ,RAYp,F2FyR07IdsN7I,,,-1
,,,,,3206.0,21.0,,,,,,6012.0,,,,,,,,808.0,1010.0,,20.0,256.0,,,173.2,,,,,,,0.0,,,15168.0,,,,,,0.0,,,,,,,,,,,,,5.285196,,,,,,,,27.0,,,,,,,9.0,166,154.0,,187408.0,,6.0,,,3851.7,,15.0,,18.0,,,,,,,,,428145.0,,,,,,,,,,,,,,,120.0,,,280.0,-936976.0,,,,,,5040.0,,,,30.0,,34542.0,,,,,,,16.0,1202040.0,88788.0,,,,,,10215.0,,,0.0,27.0,,,,,22309.0,,,,1309920.0,,,,,,,236.0,,,85806.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,639r4RK2Mx,2Knk1KF,SEuy,taul,1K8T,lK27,fqeOwLG,JBDM5Vh,3BuEdC_,smXZ,kKTj,9_Y1,DtNL,VpdQ,6JmL,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,rhFDJ5l,,XTbPUYD,Wqbm,UYBR,FzaX,fxJmel6,oslk,WfsWw2A,LM8l689qOp,,kG3k,FSa2,ZI9m,iyHGyLCEkQ,,,-1
,,,,,119.0,7.0,,,,,,1276.0,,,,,,,,28.0,35.0,,0.0,0.0,,,86.96,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,519.52,,,,,,3.3932919999999998,,,,,,,,9.0,,,,,,,,74,0.0,,0.0,,0.0,,,2316.2129999999997,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-1380460.0,,,,,,40.0,,,,0.0,,288.0,4.0,,,,,,0.0,19480.0,0.0,,,,,,15.0,,,0.0,0.0,,,,,0.0,,,,15584.0,,,,,,,14.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,180.0,,,uGLq9ayE15,RO12,,taul,1K8T,yYar,iJzviRg,KyxgQFhnKM,y_CuwoT,,G1LC,9_Y1,QBpP,09_Q,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,wnbbx_8,,TDcEdZv,qiYJ,cJvF,FzaX,ch2oGfM,zCkv,P6pu4Vl,LM8l689qOp,,ELof,7P5s,ZI9m,R4y5gQQWY8OodqDV,am7c,,-1
,,,,,1358.0,7.0,,,,,,1988.0,,,,,,,,448.0,560.0,,14.0,200.0,,,253.52,,,,,,,0.0,,,5851506.0,,,,,,0.0,,,,,,,,,,,,,4.2678910000000005,,,,,,,,9.0,,,,,,,3.0,42,28.0,,1405088.0,,0.0,,,123076.8,,60.0,,20.0,,,,,,,,,37152.0,,,,,,,,,,,,,,,152.0,,,144.0,315788.0,,,,,,1405.0,,,,144.0,,74862.0,-24.0,,,,,,0.0,2892585.0,702340.0,,,,,,75.0,,,0.0,9.0,,,,,1270766.0,,,,10555160.0,,,,,,,46.0,,,1185444.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,294.0,,,dRaTmBfHUn,RO12,,taul,1K8T,OY2L,R4C9W2K,Dma991W,,,3Lti,9_Y1,4N0K,VpdQ,wMei,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kq0n8Bj,oZUJ,cJvF,FzaX,zqsvdH_,oslk,jhrTQlu,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,10871.0,0.0,,,,,,8.0,,,,,,,,2156.0,2695.0,,38.0,632.0,,,20.08,,,,,,,0.0,,,4925400.0,,,,,,0.0,,,,,,,147351.2,,,,,,0.9463790000000001,,,,,,,,9.0,,,,,,,,34,0.0,,2383264.0,,6.0,,,15183.03,,180.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,456.0,,,640.0,465656.0,,,,,,7390.0,,,,438.0,,81.0,4.0,,,,,,24.0,3761495.0,579174.0,,,,,,0.0,,,0.0,9.0,,,,,255731.0,,,,10542480.0,,,,,,,486.0,,,809574.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,DQlgUH7IEC,RO12,,taul,1K8T,vSNn,83ixW2B,UFIdC8I,,,N9dM,9_Y1,1Bp0,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjMSib,wrAP,cJvF,FzaX,kH5mflk,oslk,TDg9lNX,jySVZNlOJy,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,73.6,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.114719,,,,,,,,9.0,,,,,,,,12,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1057688.0,,,,,,,,,,0.0,,0.0,4.0,,,,,,8.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,a4vvyxLkBI,RO12,,taul,1K8T,ssAy,_t7Mbg2,o64y9zI,,,rF6a,9_Y1,vzJD,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJyVg2,YcYG,UYBR,FzaX,uIoKu_a,oslk,j32r3XO,LM8l689qOp,,,xb3V,RAYp,F2FyR07IdsN7I,,,-1
,,,,,525.0,0.0,,,,,,0.0,,,,,,,,168.0,210.0,,2.0,24.0,,,353.52,,,,,,,0.0,,,4764966.0,,,,,,0.0,,,,,,,,,,,,,5.408032,,,,,,,,9.0,,,,,,,3.0,26,0.0,,2872928.0,,3.0,,,151098.9,,25.0,,2.0,,,,,,,,,58158.0,,,,,,,,,,,,,,,40.0,,,40.0,-356411.6,,,,,,590.0,,,,72.0,,0.0,,,,,,,8.0,4136430.0,357038.0,,,,,,0.0,,,0.0,9.0,,,,,278334.0,,,,10439160.0,,,,,,,32.0,,,238572.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,CEat0G8rTN,RO12,,taul,1K8T,2Ix5,qEdASpP,y2LIM01bE1,,,lg1t,9_Y1,k13i,sJzTlal,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJyVg2,,,FzaX,0AJo2f2,oslk,2Kb5FSF,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,1
,,,,,3752.0,0.0,,,,,,4.0,,,,,,,,28.0,35.0,,2.0,0.0,,,220.08,,,,,,,0.0,,,152694.0,,,,,,0.0,,,,,,,,,,,,,1.5114290000000001,,,,,,,,9.0,,,,,,,,32,0.0,,1382400.0,,0.0,,,9643.83,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,16.0,-755780.0,,,,,,2805.0,,,,6.0,,1701.0,6.0,,,,,,8.0,1728000.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,604800.0,,,,2175396.0,,,,,,,8.0,,,0.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,312.0,,,_v2TmBftjz,AERks4l,,taul,1K8T,0Xwj,0Vr7wZ4,fc7YXF9,,,Q5Ne,F3hy,4N0K,VpdQ,IYzP,Kxdu,kIsH,,uKAI,L84s,FMSzZ91zL2,,,,mAjj1AH,FxCC,cJvF,FzaX,XbZitea,zCkv,DHPNgqU,LM8l689qOp,,,Qu4f,6fzt,F2FcTt7IdMT_v,,,-1
,,,,,0.0,0.0,,,,,,0.0,,,,,,,,8.0,10.0,,0.0,8.0,,,462.24,,,,,,,0.0,,,3628800.0,,,,,,0.0,,,,,,,,,,,,,5.727836,,,,,,,,9.0,,,,,,,3.0,12,0.0,,0.0,,0.0,,,910425.0,,0.0,,0.0,,,,,,,,,27147.0,,,,,,,,,,,,,,,0.0,,,0.0,-308777.6,,,,,,10.0,,,,6.0,,0.0,-28.0,,,,,,8.0,0.0,4298.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,2427796.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,HrWrjIXt5a,RO12,,taul,1K8T,80HR,JVFLDAi,KyxX4chnKM,,,MB3D,9_Y1,xQ2A,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,gvA6,UYBR,FzaX,YTCRPlm,oslk,nXK9h3w,LM8l689qOp,,,5Acm,RAYp,F2FyR07IdsN7I,,,-1
,,,,721185.0,,,,,1425681.0,,,,,,167.24,,,,,,,0.0,,,0.0,0.0,,,,,,712836.0,,,,,,,,,,,,,,,,,,,,,,,,1.19248,,,6.0,8.0,,,,,,0.0,,5410935.0,523326.0,54.0,,10,,,,,,,0.0,,,,,,,,,,,36.0,,4.0,,,,0.0,,,,,,21.0,,,,0.0,,,,400810.2,,-1789432.0,,,,,,,12.0,,,,,,-30.0,,,,,,,,,,,,,248254.0,,,,,,,0.0,2.0,72.0,,,8.0,,,,,,8.0,,,,,,,,,14.0,,,,,,7.0,,,,,,,,,,,,,,,,,276.0,49160.34,,3HjOj17ejg,RO12,,taul,1K8T,JLbT,9LEbiah,Hz6CKEGgVigq3,,,IXTB,9_Y1,iVbl,09_Q,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,KdSa,,,kZJyVg2,fpcf,cJvF,FzaX,Q5BOZ4E,oslk,Pbo79_c,LM8l689qOp,,,7aLG,RAYp,F2FyR07IdsN7I,,,-1
,,,,,833.0,7.0,,,,,,2540.0,,,,,,,,152.0,190.0,,0.0,48.0,,,253.52,,,,,,,0.0,,,7553400.0,,,,,,0.0,,,,,,,,,,,,,3.5898309999999998,,,,,,,,18.0,,,,,,,3.0,150,399.0,,1382400.0,,0.0,,,218824.2,,35.0,,6.0,,,,,,,,,996.0,,,,,,,,,,,,,,,40.0,,,16.0,186506.4,,,,,,540.0,,,,90.0,,32508.0,-24.0,,,,,,0.0,1341050.0,627048.0,,,,,,285.0,,,0.0,54.0,,,,,0.0,,,,10666240.0,,,,,,,10.0,,,591660.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,324.0,,,FoxgUHSK8h,2Knk1KF,SEuy,taul,1K8T,AHgj,xRePyOH,yiXTc3CbD1,dnEwGkz,smXZ,MMa_,9_Y1,z5Ry,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,Mtgm,XfqtO3UdzaXh_,,uPgVzFD,,XTbPUYD,Cuc3,UYBR,FzaX,jE90Azj,oslk,QhgRt72,LM8l689qOp,,kG3k,FSa2,RAYp,55YFVY9,am7c,,-1
,,,,,1302.0,21.0,,,,,,6528.0,,,,,,,,112.0,140.0,,0.0,64.0,,,133.12,,,,,,,0.0,,,264.0,,,,,,0.0,,,,,,,,,,,,,1.8246099999999998,,,,,,,,27.0,,,,,,,6.0,154,847.0,,22752.0,,0.0,,,57945.9,,15.0,,6.0,,,,,,,,,194580.0,,,,,,,,,,,,,,,24.0,,,8.0,175144.8,,,,,,520.0,,,,6.0,,7641.0,-30.0,,,,,,0.0,1029160.0,28898.0,,,,,,5955.0,,,0.0,18.0,,,,,0.0,,,,2032708.0,,,,,,,24.0,,,173904.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,npOBcmzkzH,AERks4l,SEuy,taul,1K8T,KqYs,fhk21Ss,uPEdYI8RJ6,_qwyXx1,smXZ,Xoh1,9_Y1,WGOH,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,_5OXC8MSLt,,o_fGfpp,,XTbj5PX,rdgs,UYBR,AU8pNoi,4UxGlow,oslk,catzS2D,LM8l689qOp,,kG3k,Qcbd,ZI9m,ib5G6X1eUxUn6,am7c,,-1
,,,,,1113.0,21.0,,,,,,1152.0,,,,,,,,184.0,230.0,,0.0,40.0,,,387.12,,,,,,,5.0,,,7758600.0,,,,,,0.0,,,,,,,2685.2,,,,,,5.650074,,,,,,,,54.0,,,,,,,9.0,40,14.0,,1809080.0,,0.0,,,171438.3,,25.0,,6.0,,,,,,,,,77541.0,,,,,,,,,,,,,,,48.0,,,56.0,217960.4,,,,,,655.0,,,,108.0,,11025.0,16.0,,,,,,8.0,1785020.0,589680.0,,,,,,5780.0,,,0.0,18.0,,,,,0.0,,,,10592240.0,,,,,,,16.0,,,687324.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,J9Vr4RQZiT,RO12,,taul,1K8T,AHgj,_ybO0dd,aDgwLKl,,,qLkx,9_Y1,z5Ry,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,ZWZt,UYBR,qxDb,L91KIiz,oslk,CE7uk3u,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,,1
,,,,0.0,,,,,0.0,,,,,,11.0,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2691729999999999,,,0.0,,,,,,,0.0,,0.0,0.0,,,10,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,-709840.0,,,,,,,0.0,,,,,,-24.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,348.0,,,FoxgUHSK8h,RO12,,taul,1K8T,0Xwj,34dq7r9,NOjOuFF,,,zrY9,F3hy,z5Ry,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwuNea,cqxq,UYBR,FzaX,drWYWu3,oslk,0XlAKIt,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1022.0,7.0,,,,,,96.0,,,,,,,,124.0,155.0,,6.0,0.0,,,186.64,,,,,,,0.0,,,4147200.0,,,,,,0.0,,,,,,,,,,,,,3.838496,,,,,,,,9.0,,,,,,,3.0,40,105.0,,4147200.0,,0.0,,,200734.2,,10.0,,0.0,,,,,,,,,31125.0,,,,,,,,,,,,,,,32.0,,,48.0,294018.0,,,,,,480.0,,,,48.0,,153.0,,,,,,,0.0,6183600.0,0.0,,,,,,5.0,,,0.0,9.0,,,,,1814400.0,,,,10476480.0,,,,,,,30.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,444.0,,,yaKt0Go8Lb,RO12,,taul,1K8T,lK27,K8Lod6b,Oe4E7cR6Kt,,,W3ry,9_Y1,MGOA,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,vN9T,cJvF,FzaX,EAnsTJ7,oslk,gv2w01M,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1113.0,14.0,,,,,,364.0,,,,,,,,180.0,225.0,,2.0,176.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.7628709999999999,,,,,,,,18.0,,,,,,,6.0,92,0.0,,474816.0,,0.0,,,19639.95,,5.0,,14.0,,,,,,,,,5838.0,,,,,,,,,,,,,,,56.0,,,72.0,-50713.2,,,,,,385.0,,,,0.0,,46008.0,68.0,,,,,,0.0,312440.0,254606.0,,,,,,1380.0,,,0.0,0.0,,,,,169890.0,,,,1016324.0,,,,,,,12.0,,,24636.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1GdOj17ejg,RO12,SEuy,taul,1K8T,JLbT,erqJSg7,Yi49a6G,z1QBeJj,smXZ,3Ivc,9_Y1,iVbl,VpdQ,sYC_,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,aUDGB2h,,kZJigPo,bRgG,UYBR,FzaX,RXhCipi,d0EEeJi,qinvI1x,LM8l689qOp,,kG3k,7aLG,nIGXDli,F2FyR07IdsN7I,,,1
,,,,,238.0,0.0,,,,,,0.0,,,,,,,,168.0,210.0,,4.0,192.0,,,166.56,,,,,,,0.0,,,58296.0,,,,,,0.0,,,,,,,,,,,,,3.684683,,,,,,,,9.0,,,,,,,3.0,18,0.0,,489864.0,,0.0,,,13250.52,,5.0,,10.0,,,,,,,,,25977.0,,,,,,,,,,,,,,,56.0,,,40.0,58520.0,,,,,,635.0,,,,18.0,,0.0,-8.0,,,,,,0.0,44165.0,178728.0,,,,,,0.0,,,0.0,0.0,,,,,223237.0,,,,753372.0,,,,,,,8.0,,,113292.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qFpmfo8zhV,RO12,,taul,1K8T,0Xwj,zQqh3kj,COe9eQtpga,,,Nrga,HLqf,wGwL,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,sBgB,,uKAI,L84s,CrNX,,,,jawuNea,_CDo,cJvF,FzaX,7JxszER,d0EEeJi,4K2GgwO,LM8l689qOp,,,wX53,02N6s8f,F2FyR07IdsN7I,,,-1
,,,,,2464.0,7.0,,,,,,72.0,,,,,,,,456.0,570.0,,4.0,120.0,,,220.08,,,,,,,5.0,,,6240300.0,,,,,,0.0,,,,,,,,,,,,,5.7022,,,,,,,,9.0,,,,,,,3.0,42,0.0,,1154208.0,,0.0,,,68469.91,,40.0,,8.0,,,,,,,,,42102.0,,,,,,,,,,,,,,,56.0,,,136.0,-642336.0,,,,,,1560.0,,,,120.0,,477.0,18.0,,,,,,8.0,1628805.0,146120.0,,,,,,55.0,,,0.0,9.0,,,,,16695.0,,,,8371160.0,,,,,,,100.0,,,267546.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,DHevyx7IEC,RO12,,taul,1K8T,Bxva,H7Fp6vu,hOpRIhsUSP,,,0AJi,9_Y1,YGOC,VpdQ,zm5i,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,SMDf,UYBR,FzaX,MVOjtxg,oslk,Zwra5gA,LM8l689qOp,,,szEZ,RAYp,F2FyR07IdsN7I,,,-1
,,,,,2408.0,14.0,,,,,,2780.0,,,,,,,,1004.0,1255.0,,18.0,376.0,,,166.56,,,,,,,0.0,,,29532.0,,,,,,0.0,,,,,,,,,,,,,4.71865,,,,,,,,27.0,,,,,,,6.0,226,0.0,,2002920.0,,0.0,,,44397.0,,35.0,,74.0,,,,,,,,,43875.0,,,,,,,,,,,,,,,248.0,,,480.0,-458464.0,,,,,,1890.0,,,,24.0,,52182.0,56.0,,,,,,0.0,2750115.0,495332.0,,,,,,375.0,,,0.0,18.0,,,,,702576.0,,,,4819280.0,,,,,,,192.0,,,452310.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,2jirEyXktW,vuPfq6YcbX,,CiJDdr4TQ0rGERIS,z3mO,487l,fhk21Ss,J8pB3fhvE1QYBb9j,yP0PfFJ,,HMnA,9_Y1,H1uM,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,_5OXC8MSLt,,MI9i1eL,,kZJMFCG,OHcq,cJvF,FzaX,4UxGlow,oslk,catzS2D,LM8l689qOp,,ELof,Aoh3,ZI9m,NoEd,mj86,,-1
,,,,,1148.0,7.0,,,,,,296.0,,,,,,,,328.0,410.0,,14.0,72.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.037385,,,,,,,,9.0,,,,,,,3.0,56,42.0,,71160.0,,0.0,,,1491.0839999999998,,0.0,,4.0,,,,,,,,,141696.0,,,,,,,,,,,,,,,88.0,,,136.0,20727.28,,,,,,900.0,,,,0.0,,11250.0,,,,,,,0.0,173270.0,17330.0,,,,,,4375.0,,,0.0,0.0,,,,,30674.0,,,,214616.0,,,,,,,108.0,,,8640.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,oBXq9ayfAo,RO12,SEuy,taul,1K8T,hAOr,lKbEbie,r83_sZi,dyG4Yvx,smXZ,rlx_,9_Y1,F_Lu,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,K2hot04,,TDceha3,TddH,UYBR,OFWH,JptTe_2,oslk,2wCw01M,LM8l689qOp,,kG3k,TNEC,RAYp,F2FyR07IdsN7I,mj86,,-1
,,,,,903.0,7.0,,,,,,4248.0,,,,,,,,132.0,165.0,,0.0,24.0,,,286.96,,,,,,,0.0,,,3394146.0,,,,,,0.0,,,,,,,,,,,,,2.315958,,,,,,,,9.0,,,,,,,3.0,76,7.0,,4147200.0,,0.0,,,183685.2,,15.0,,0.0,,,,,,,,,24.0,,,,,,,,,,,,,,,32.0,,,48.0,84787.2,,,,,,650.0,,,,42.0,,22779.0,,,,,,,0.0,5881000.0,211142.0,,,,,,400.0,,,0.0,18.0,,,,,0.0,,,,10500240.0,,,,,,,28.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,132.0,,,dRagUHXM47,RO12,SEuy,taul,JA1C,,9aJ81gA,4bi5Skc,DeD3DlB,smXZ,YIPH,,8BBI,VpdQ,43pnToF,DHn_WUyBhW_whjA88g9bvA64_,,,uKAI,L84s,CrNX,,lUxVOFK,,kZJ62mh,vnmZ,cJvF,FzaX,AOhBcIT,d0EEeJi,SQo7nTQ,M_8D,,xG3x,453m,nIGXDli,F2FyR07IdsN7I,,,-1
,,,,,0.0,0.0,,,,,,0.0,,,,,,,,16.0,20.0,,0.0,8.0,,,314.16,,,,,,,0.0,,,3558006.0,,,,,,0.0,,,,,,,192.8,,,,,,5.778893,,,,,,,,9.0,,,,,,,3.0,12,0.0,,0.0,,0.0,,,446400.0,,0.0,,0.0,,,,,,,,,1980.0,,,,,,,,,,,,,,,0.0,,,0.0,-561684.0,,,,,,20.0,,,,6.0,,0.0,-12.0,,,,,,0.0,3760.0,2892.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,2380796.0,,,,,,,4.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,75lr4RXktW,RO12,,taul,z3mO,ZNsX,GQplhSa,IG_G867,,,zs8x,9_Y1,ZKJc,,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,kq0dQfu,a_LO,UYBR,FzaX,9WbYE38,oslk,ZI_Qhib,LM8l689qOp,,,7FJQ,RAYp,F2FyR07IdsN7I,,,-1
,,,,0.0,,,,,0.0,,,,,,165.16,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.003845,,,0.0,,,,,,,0.0,,0.0,0.0,0.0,,10,,,,,,,0.0,,,,,,,,,,,0.0,,2.0,,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,-357329.2,,,,,,,0.0,,,,,,4.0,,,,,,,,,,,,,0.0,,,,,,,0.0,4.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,14.0,,,,,,,,,,,,,,,,,216.0,,,Ie5gUH7IEC,e6CkoqApVR,,taul,1K8T,xgSF,Z3uKaQd,1lFJzqR,,,xkat,9_Y1,m_h1,VpdQ,,Kxdu,kIsH,,uKAI,L84s,9pUnzWLbztKTo,KdSa,,,NGZ8JbP,Hr3R,UYBR,,gOr5cpt,zCkv,UpJuOS_,,,,WqMG,6fzt,F2FcTt7IdMT_v,,,-1
,,,,,224.0,7.0,,,,,,1544.0,,,,,,,,20.0,25.0,,0.0,40.0,,,186.64,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,4.879299,,,,,,,,9.0,,,,,,,,54,14.0,,0.0,,0.0,,,3950.64,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-3131.0840000000003,,,,,,120.0,,,,0.0,,80739.0,-30.0,,,,,,0.0,0.0,10356.0,,,,,,485.0,,,0.0,18.0,,,,,0.0,,,,20712.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,TfiBcmzkzH,RO12,SEuy,CuXi4je,1K8T,AHrt,qmXYbuk,jnKgql5du4,ueB4ph6,smXZ,JbA0,9_Y1,rzbc,sJzTlal,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,sSnNm3i,,mAjbk_S,z6Cq,cJvF,FzaX,hDRv66D,oslk,2JfQ3DB,LM8l689qOp,,xG3x,Qcbd,RAYp,F2FyR07IdsN7I,mj86,,-1
